sentence	label
Anagain, I know because this is all new to you, I wouljust like this morning to have you outline your general feelings about how you are going to approach this privacy issue.	N
Because I think Fritz Hollings anJohn McCain have done very goowork on these new economy issues over the last year or so.	N
Anwith your leadership, we coulon both of these issues--the Internet Tax Freedom bill anthe privacy issue--we coulget out of this Committee bipartisan legislation anput something on the President's desk that he woulfeel gooabout signing.	N
Their leaissue that they have right now is spectrum anavailability of spectrum to go into the next generation of wireless services.	N
So that I guess all of us can mindlessly be connecteall the time anywhere wherever we are.	N
That is going to be a major issue for you in the department is the allocation of spectrum for this next generation of wireless services.	N
I hope you will be open to providing the necessary spectrum so that that next level of connectivity over the Internet, wireless, video wireless, a whole series of innovations within that industry will move forward.	N
Because I think that issue is going to determine the future of that next generation of wireless services.	N
Because the decisions made today put in place what we can or cannot do for the next couple of decades, I think, in this whole industry.	N
It can aa level of comfort ancommunication to people that we have really only dreameof in the past.	N
But we coulalso limit it such that we will not be able to do it if we do not do it right.	N
So I appreciate your interest anyour thoughtfulness on it, because it is an issue that is out there.	N
Ana lot of times we spentime looking back on industries that we want to try to change.	N
A seconone that is somewhat similar is high speeInternet access, particularly in our less populateareas in the country.	N
We haa hearing in this Committee several months ago about access to high speeInternet, anfounthat in the suburban anurban areas, generally really in the suburban areas, there was as much as 70 percent penetration of high speeInternet access.	N
There are a series of bills that have been put forward, some subsidies, some deregulatory, some tax incentives, on trying to get more deployment of high speeInternet into less populateareas.	N
The approach I am supporting is a deregulatory approach towarit, but you woulasome real focus aneffort anintensity to this so the problem does not continue to grow anexacerbate ancause difficulty for economic activity another type of activities in rural areas.	N
The Members to be appointenext week have yet haan opportunity to confer or ask questions.	N
Whether or not that will require a further hearing, it will be up to our regular Chairman.	N
It is the Committee's hope that we can confirm you that first week after the inauguration.	N
I look forwarto the continueclose working relationship between our staffs, anI thank you again for holding this hearing on a very important position.	N
This Committee takes its advice anconsent role very seriously, anI will note that Mr. Kassinger has respondein detail to the Committee's request for biographical anfinancial data.	N
I have hathe opportunity to review your responses to the Committee's questionnaire anI look forwarto moving your nomination quickly along with the other nominations we have considerebefore the Committee yesterday.	N
Prior to Mr. Kassinger's appointment, he was a partner in the law firm of Vinson & Elkins, where he hapracticesince 1985.	D
From 1981 through 1985 Mr. Kassinger serveas International Trade Counsel to the Senate Committee on Finance under the leadership of Chairmen Bob Dole anBob Packwood.	D
Previously Mr. Kassinger serveas an attorney with the U.S. Department of State from 1980 to 1981 anthe U.S. International Trade Commission from 1978 to 1980.	D
Mr. Kassinger is currently serving the Department of Commerce as Senior Adviser to the Secretary.	D
I appreciate your willingness to serve, anif you have any family members here, please feel free to introduce them before you begin your remarks.	N
I know this is a very proumoment for all of you, especially your daughters, anwe want to welcome them.	N
I just want to say a few quick words regarding today's nomination of Mr. Kassinger anlater the testimony of Dr. Michael Adams, the distinguishePresident of the University of Georgia.	N
Mr. Kassinger has a distinguisherecorof public service, as an appointee in the Reagan Administration as well as his many years as a high-level staffer to Senator Bob Dole.	D
Mr. Kassinger is a prourecipient of both his undergraduate angraduate degrees from the University of Georgia.	D
I understanthat his father was Director of Public Safety in Athens, Georgia, some years ago, anI have every reason to believe he will continue his fine career in public service in his new capacity, anyou certainly have my support.	D
As General Counsel for the Department of Commerce, the nominee will be the Chief Legal Officer of the agency anwill oversee a variety of counsels ranging from the Patent anTrade Office to the Export-Import Offices.	N
I think a little later, Mr. Chairman, the Committee with hear Dr. Michael Adams, the President of the University of Georgia.	N
Dr. Adams is here to present his views in the current situation regarding college sport gambling.	N
We are aware of the controversy surrounding the issue anI look forwarto his testimony.	N
Dr. Adams is no stranger to the Senate, having serveSenator--Majority Leader, HowarBaker, for 6 years, 3 of which he was his Chief of Staff.	N
He has helpeto make the University of Georgia one of the finest public universities in the country, anis quickly becoming a leading national figure in all issues affecting our education.	D
Mr. Chairman unfortunately, due to the previously schedulehearings, I won't be able to stay for today's hearing, but I look forwarto the testimony of witnesses.	N
I look forwarto moving your nomination as quickly as possible so that you can get to work as quickly as possible.	N
Thank you, Mr. Chairman, anthank you especially for having this hearing for these important nominees.	N
It is my special pleasure to introduce to our committee Nancy Victory as the President's nominee for the post of Assistant Secretary for Communications anInformation in the U.S. Department of Commerce.	N
Not only is Nancy a tremendously qualifieto leathis important office within the Department of Commerce.	D
I note here it says maybe she puts in that many hours at Wiley, Rein & Fielding, anshe is a resident of the Commonwealth of Virginia, anhas been for 7 years, anwe are very prouto have her as a resident of the Commonwealth of Virginia.	D
She taught at Georgetown or went to law school at Georgetown University, graduatecum laude.	D
She has experience anknowledge garnerein the private sector dealing with a great number of technology issues which I think makes her an ideal choice to be the President's principal voice on domestic aninternational telecommunications aninformation technology issues.	D
Yesterday, we haa hearing, very important hearing, on the issue of trying to finadditional spectrum for the ever-	N
The National Telecommunications anInformation Administration, or NTIA, which Nancy will head, is an essential player in meeting these very truly important missions since the agency is responsible for managing the Federal Government's use of the radio frequency spectrum.	N
The efforts of NTIA, the Federal Communications Commission, the Department of Defense, anall the private sector interests, as we witnesseyesterday will significantly impact short-term anlong-term policies relateto truly one of America's most vital economic annational security interests.	N
Nancy Victory is uniquely qualifieto serve as the Assistant Secretary of NTIA, given her 12 years plus of experience covering spectrum issues in particular.	D
As a partner with the law firm of Wiley, Rein & Fielding, Ms. Victory gainea great deal of expertise in wireless ansatellite issues, including spectrum allocation, licensing, ancompliance.	D
AnI have met Nancy on several occasions over the years, anI feel very strongly that with her experience anher knowledge, I am convinceshe will be a tremendous asset to our country's technological advancements.	D
I know she will bring all those years of experience anharwork on the very difficult anrelevant telecommunications issues that we face today in her role as Assistant Secretary.	D
I also can say with great confidence that she is a woman of outstanding character anI have no doubt she will serve our country with integrity anwill certainly meet the needs of all Americans, consumers, as well as our telecommunications enterprises alike.	D
So in closing, I hope the Committee will move quickly on her nomination so she can get to work on these important issues for the competitive advantage of our country in the years to come.	D
Welcome, anI have been most interestein filling that position at the Commerce Department for quite a while.	N
NTIA, I believe, is one of the most important seats there is down there, anto have someone of your capability, your leadership is really good.	D
Yesterday we haour first hearing on spectrum anspectrum reform and, of course, with the 3G, thirgeneration wireless upon us now, your position becomes very, very important, so we are looking forwarto working with you as we wander down that path to spectrum reform anmanagement reform.	N
I am going to ask consent to include a statement in the recorfrom Senator Helms in addition to the statement made by the Congresswoman a few minutes ago in support of the nomination of Dr. Jeffrey Runge.	N
You actually answeresome of the questions, or addressesome of the questions I was going to ask you questions about.	N
But on the broadbandeployment, I know the concern of the two Senators here, Chairman Dorgan anSenator Burns, as far as getting broadband, especially to rural areas.	N
As my goofriend, Senator Burns will say, there is a lot of dirt to dig if you are using fiber-optics as a way of doing it.	N
sponsor of Senator Rockefeller's bill, S. 88, which is a broadbantax credit for deployment.	N
What woulyour view be of making it more, let us say technology neutral, in that the incentives are there as well for wireless, which may be a more practical way of getting broadbancapabilities to rural areas anmountain hollers anso forth?	N
I do suspect that fiber will be important, anwireless will be, as well as satellite, in that mix.	N
However, there is a great deal of concern about the timing of this, when it shoulgo forward, anobviously in some regards, depending upon which part of the spectrum is allocated, national security matters as well.	N
At this point, woulyou be willing to identify the most promising chunks of the 1755 to 1850 megahertz spectrum that coulbe available in the short term for commercial 3G use?	N
Now, in the short term, there is going to be an auction, or there may be an auction on the 1710 to 1755 megahertz chunk of the spectrum to release that.	N
There was discussion about waiting on that with concerns that many in the commercial industry are not ready to utilize it, but others will say gosh, we have to get involvein it, otherwise we will be left out whenever that arises.	N
What is your, if you do have a view, or if the Administration has a view, on the timing of that auction?	N
That is going to be probably one of the first decisions working with Dr. Powell, but you'll all have to determine, I believe, on that issue.	N
It is pretty obvious from yesterday when we hathe hearing on spectrum that we are not using the spectrum that we have allocatenow that is already in use efficiently.	N
In other words, there are new technologies that woulallow us to do a lot more with the spectrum that has already been allocated.	N
Well, it will always be obvious that the industry will always say we neemore spectrum, we neemore spectrum.	N
Whenever we start down this roaof trying to pass any kinof legislation that deals with management of that spectrum, if you think there was a lot of moving parts in the 1996 Act, you wait until we start down this roaof performing this.	N
AnI woulsuggest that, I think the role that you will play as the liaison between Congress anthe Administration, or putting forth the Administration's approach to how they woullike to see their policies with regarto telecommunications.	D
The FCC, you have two different roles, I think, annow we have hearsuggestions that we should, some of the functions, they shoulbe put together anfunction together--NTIA anFCC.	N
I think your function is primarily in the area of policy anhow the Administration views telecommunications anwhere you want it to go.	N
It was fairly obvious yesterday that if we do not allocate more spectrum, then the technologies to use the present spectrum--in other words, putting a lot more in a bushel basket than just a bushel--that those technologies will continue to be developed.	N
Now I am just going to ask you, what do you think the wireless industry will look like in 5 years, in 10 years from now?	N
What kinof a vision do you see the role that it plays ancan you, not right now, but I woulsay our next visit, advise us on how we can get there?	N
Dr. Runge, I think you are taking over a very important post, anI appreciate you coming by the office anvisiting.	N
I just want to tell you that we have all haour experiences in an emergency room, anso I am very aware of your work, anthe importance of your work, analso the importance of your vision of what you are taking on here.	D
Mr. Wolff anMr. Hammerschmidt, of course, I know Mr. Hammerschmidt's father, too, anso we welcome you all to public service.	D
We are very fortunate in this country to have people who are willing to go through anjump through all of these hoops, fill out all this damnable paperwork.	N
AnI just heaback for the hills anthis is the last time you woulever see this olcowboy.	N
But nonetheless, it proves to me that there are people who sincerely want to serve this country.	N
Anhave an idea, ana vision of where we want to go, anI applauyou for that because it is a work--it is a labor of love.	N
Dr. Runge, as you know, as part of the TREAD Act, NHTSA was given some very substantial tasks, anI think there are upwards of a dozen rulemaking processes going on.	N
I think the tire pressure rulemaking was just released, but tire standards, rollovers anothers.	N
If you neemore resources, are you committeto moving forwaron all these fronts, anif you neemore resources, will you come to us for more resources?	N
Let me ask you, why are you unable, in your judgment, to get broadbanor DSL broadbanservice in your home?	N
Because the provider that normally wouldo that has simply decidethey are not going to do it.	N
If the Senator woulyield, I just got this last week, got a little flyer anI have been poking arounanlooking for it.	N
There is some wireless services that are coming in now, are being deployed, anwe are going to look into those situations, but there is some competition coming, annow, when it wakes up the local loop guy, I do not know.	N
The reason I askethe question is because you anMs. Victory anI anvirtually everyone else are subject to the whims of an incumbent carrier who decides whether they will or will not builout DSL.	N
There are many areas of this country where you ought to have DSL service, they say we are not going to do that.	N
Anthe bull's eye of public policy in my judgment for you in a wide range of areas is to make sure we have communications capability in this country that are universal, anthat includes not just a telephone, but it includes advanceservices which we wrote in the 1996 Act.	N
The only way that is going to happen is if it is supporteby the universal service funif the FCC is cappecontrary to the law we wrote, Senator Burns anI, anothers actually helpewrite those provisions.	N
My hope is that every day when you go to work you understanthat I couldn't get DSL at my home anI am a little upset by that anI am going to change public policy that provides robust competition, but provides stimulus to those incumbent carriers so we get riof this digital divide.	N
You want to responto that, colleagues, I think the President has chosen well, anI woulecho the comments by Senator Burns.	N
It is important to ask men anwomen to present themselves for public service to serve our country anyou anyour families I hope are prouof your willingness to do that.	N
Today the Committee will hola hearing on the nominations of Chief R. DaviPaulison to be U.S. Fire Administrator anDr. Arden Bement to be Director of the National Institute of Standards anTechnology.	N
Each of these individuals, I believe, will be confirmed, because they are very qualifieanare going to play a critical role in our war against terrorism.	D
Obviously, science is getting increasingly important as it relates to America's national security.	N
Since the attacks on September 11th anthe anthrax scares of the past several weeks, it is clear that our science antechnology can, in fact, be useagainst us.	N
During the first days of the crisis, some news organizations were reporting that anthrax from American labs was actually sent to Iraq in the 1980's as part of a scientific effort.	N
Although the report dinot mention government involvement in such an effort, the inherent risks are unmistakable.	N
It is our view that intellectual security needs to be part of any national security approach and, given the possibilities of the misuse of science, there is tremendous potential in harnessing science antechnology in an affirmative anprotective way.	N
That can include everything from developing the technology to safely lanairplanes from a control tower insteaof a cockpit to using science to quickly create antidotes anvaccines to potential bioterrorism agents.	N
Clearly, taxpayer funds, smartly investein scientific advances, ultimately rewaranbenefit the safety anpeace of minof all citizens.	N
This Committee is acutely aware that information technology anscientific information such as that developeat NIST is critical to combatting terrorism.	N
I think it is also worth noting that, no matter how gooyour technology anscience are, it always comes down to people.	N
That is why it is so important that we work closely with our nominees anevaluate their qualifications today.	N
The people on the front lines responding to domestic incidents from biological to conventional attacks will be our nation's firefighters, anwe look forwarto having you represent them, Chief Paulison.	N
The Subcommittee on Science, Technology, anSpace has recently hela hearing on the needs of the Fire Service in responding to terrorism.	N
This country has more than a million firefighters, anthe federal government must be a better partner in working to ensure that these dedicateancourageous Americans have the tools to do their jobs.	N
Towards that end, several weeks ago I calleMitch Daniels, the Director of the Office of Management anBudget, to ask that he make supplemental funding available immediately from the grants that are available under the Firefighter Investment anResponse statute so that local fire departments can get the needetraining anequipment that is so essential.	N
Chief Paulison has been tappeto leaFEMA's U.S. Fire Administration anbe the firefighters' voice within the federal government.	D
Chief, we know you brought several members of your family with you today, anwe woulvery much like you to introduce them anhave them stanat this time.	N
Also our goofortune to have Dr. Bement here, who has been nominateto direct NIST, anwe will consider his nomination as we consider Chief Paulison's.	N
The Fire Administration anNIST have a long history of working together on building anfire research.	N
At the urging of New York's Fire Department leaders who testifieat our hearing on the needs of the Fire Service, I have written to Secretary of Commerce Don Evans to ask that NIST begin to look at developing standards for firefighting equipment.	N
One of the concerns that the Subcommittee has hearis that as equipment becomes more technologically sophisticatesmall departments have only the claims of the manufacturer to use in evaluating essential products.	N
Currently NIST's Office of Law Enforcement Standards has measures for low enforcement equipment such as bulletproof vests.	N
The Subcommittee is interestein working with the agency to see that effort expandeto include firefighters' equipment as well.	N
We want to congratulate the scientists both at NIST anNIST-supportescientists who sharein the Nobel Prize for Physics in 2001, anwe are going to be discussing with Dr. Bement some of the priorities that he will have at the agency.	N
With that, I really woullike to recognize my colleagues because I know their schedule is very tight.	N
But Dr. Bement, before we do that I understanyou have some family here as well, anwe woullike you to have a chance to introduce them.	N
We are glayou are out in force, anwe will have some more to say about your distinguishebackground, Dr. Bement.	D
I enjoyeour visit yesterday, as chaotic as it was, given the fact that we were standing up in the Capitol basement looking for space.	N
He has been a great addition to this Subcommittee anbrings to this Committee expertise in areas such as space aninsurance ana whole host of areas.	D
I hathe goofortune, Mr. Chairman, of being Chairman of a subcommittee of which Ms. Morella was a part, anshe was an outstanding member.	D
A lot of her interest in science antechnology goes back to those days when we were first put on that Committee in the House.	D
He is a frienwhose services are going to be enjoyein the federal government, particularly in something that, as we approach the threat of terrorism, we cannot afforto have less than the best.	D
I hathe opportunity to observe him from my capacity as the State Fire Marshal for Florida.	N
That is a job that a lot of the officials in the past never have paimuch attention to, because the job is a lot more than that.	N
As you can imagine, in that capacity I got to work with Daviin his current position as the Chief of the Miami-Dade Fire anRescue Department.	D
In 30 years of his dedicatepublic service, he rose from the rank of a rescue firefighter to fire chief.	D
He oversees 1900 personnel, a $200 million operating budget, ana $70 million capital budget.	D
His distinguisheservice on behalf of Miami-Dade County anthe state of Florida has causehis expertise to be sought out arounthe country annow by our federal government.	D
He is Past President of the International Association of Fire Chiefs, anhe is currently a member of the Boarof Directors of the American ReCross.	D
So now, as the heaof the U.S. Fire Administration, he is going to serve us in an additional capacity.	D
I think it is important for Members of Congress to do that when they know ancan testify as to the character anexpertise of an individual.	D
I also want to be joineby my colleague Bob Graham, who is in an Intelligence Committee meeting right now anwho has submittea letter endorsing Chief Paulison.	N
I am going to leave, with your permission, so that I can tento some other things having to do with all kinds of nasty guys trying to do bathings anus trying to prevent them.	N
We appreciate your coming and, in spite of your desire to be calle``Marshal,'' I am glathey call you ``Senator.''	N
I can assure you it is a great privilege, anone of the great privileges is having the opportunity to work with folks like you.	N
Suffice it to say, having haa chance to work with you, Connie, during my career in the House, it is just great to have you.	N
You are constantly on the side of trying to practice googovernment out there anbring people together.	D
We really appreciate your coming, anwe will make your prepareremarks part of the recorin full, anyou may proceein any way that you feel comfortable.	N
But I am just very honoreto speak in support of this wonderful nominee anthis great, great nomination for the country.	N
As you know, I have watcheyou work on NIST issues over the years anyou are really one of the people we look to for guidance on these issues.	D
In fact, first we'll have your presentation, then we will hear from Mr. Paulison, anfinally I will have questions for each of you.	N
We will make your prepareremarks a part of the recorin full, anif you woullike to just highlight some of your major concerns that woulbe helpful.	N
We haour hearing for Dr. John Marburger, as you know, who will be heading up Science anTechnology, anwe discussethe neefor a coordinateeffort among the federal science agencies in conducting research to combat terrorism.	N
We were concerneabout the General Accounting Office report that showethat often the left handoes not talk to the right hand.	N
They said, for example, that the Coast Guaranthe Defense Department were doing the same research on chemical weapons detection for cruise ships.	N
So you enup taking dollars away from critically needefunctions because of duplication, anyou do not have the benefits of the sharing of information.	N
Why do we not start by having you describe how you see NIST being a part of this fight against terrorism.	N
You have obvious areas with respect to technical competencies, such as quantum computing, encryption, sensing tiny amounts of substances.	D
On the question of fire research, as I mentioned, we lookeat fire services issues in some depth not long ago.	N
We hearat our hearing testimony from a number of witnesses, including the New York Fire Department, in which they describethe neefor the development of performance standards for firefighter equipment.	N
They saiat this point there are not any standards by which they can credibly evaluate the new equipment, particularly the equipment containing advancetechnologies.	N
After we hearthat testimony, I wrote Secretary Evans asking that NIST look into this issue anset up a program to deal with it specifically, such as the one that now exists at NIST for law enforcement services anequipment.	N
Coulyou state for the recorwhether you are willing to put together a program that addresses the concerns raiseby the firefighters at the Subcommittee's recent hearing?	N
Tell me then, because that is very helpful anvery constructive, to have your position with respect to putting together a program on the standards for the equipment, what other areas of research do you think are promising as it relates to NIST in terms of getting the next generation of advancefirefighting technology out to the firefighters?	N
My understanding is you have got one-quarter of your people, something like upwards of 800 people, eligible for retirement this year.	N
Suffice it to say, again anagain we are getting these reports about the great neefor talented, dedicatepeople in federal service.	N
GAO has citethe human capital challenges as a top concern affecting many federal managers.	N
How do you plan to address this issue so that NIST has an adequate supply of young researchers ready to step in?	N
I woullike to know if you plan to expanyour postdoctoral program or other kinds of approaches so that we can attract more young researchers.	N
In terms of your resources, I woullike to know whether you think you have got enough resources anfacilities to continue the kinof work that has producethe Nobel Prizes, the repeateinstances where you have won, anwhether you have the resources to deal with the relationship with the Technology Administration, which as you know has always been unique ana big disparity between NIST anthe Technology Administration.	N
Why do you not talk for a moment so we have it on the recorhow you are going to approach this question of the adequacy of resources.	N
As you know, Bayh-Dole anStevenson-Weidler are essentially the two statutes that govern cooperative research anthe licensing of federal inventions.	N
I am of the view that, at this point, the statute does not work anywhere near as well as it coulfor all of the stakeholders, businesses, universities antaxpayers.	N
I am interesteparticularly in the involvement with the laboratories as it relates to universities anbusinesses.	N
They are constantly talking to me about delays anthe amount of paperwork that they have to slog through to be part of the statute.	N
When you look at the numbers in terms of return on investment research, they look pretty paltry.	N
I have, as I indicateto you yesterday, made it clear that I want to see the Administration look again at this statute anlook at ways, working with all of the stakeholders, that it can be improved.	N
I woullike to have you tell me how you see the tech transfer system working at NIST, given the fact that your operation, as we talkeabout yesterday, is one piece of the puzzle.	N
I think we can streamline the retape anthe bureaucracy that has been frustrating for businesses anuniversities, anI think we can shore up the return on investment for taxpayers.	N
Secretary Bonis a gooman, anI appreciate your taking it up with him anwith FloyKvamme, if you will do that anget back to us.	D
In fact, I woullike you, if you would, coulyou get back to us within 90 days after you are confirmeangive us your sense of how NIST, to the extent you can, anthe Administration is willing the proceeas we look to try anstrengthen?	N
I am always anxious to avoigetting entanglein legislative rewrites of complicatestatutes.	N
But, I woullike to see us take this out through the prism of each of the stakeholders--universities, businesses, laboratories, antaxpayers.	N
We are going to get you confirmequickly so you can go to work on these another pressing matters.	N
Well, thank you anI think you are going to be sparea little bit now while we will go to Mr. Paulison.	N
I think, given the fact that you are there in Miami-Dade, you have seen first-hanwhat local fire departments are up against.	N
Tell us what you think the biggest needs are anwhat your priorities woulbe at the U.S. Fire Administration to address, the big priorities?	N
We are going to have a specific Subcommittee hearing to look at some of the technology aspects of what happeneon September 11th.	N
You may have hearthat I have actually suggestethat we look at something along the lines of a technology equivalent of the national Guard, a kinof effort to mobilize people in the private sector so that we have got the equipment anthe brains anthe talent, essentially, ready to go.	N
Tell me, if you would--ansort of step back from what you saiearlier--what the problems were in terms of interoperability when people trieto be in contact with each other in that situation anwhat you think we might do to deal with it?	N
Now, I gather that you trieto do some of these things in the aftermath of Hurricane Andrew.	N
I reathe article that you wrote in ``Fire Chief'' magazine, anit talks about your prepositioning platform aerials arounyour county angenerators anportable repeaters, in effect, a backup kinof communications system.	N
Do you think it woulbe helpful to have people from the private sector in the communications antechnology sector in position to try to assist you, a sort of talent pool that you coulcall on to re-establish normal communications?	N
We will be looking to work with you as we go forwarwith the hearings in an effort to develop an initiative.	N
You are a local fire chief, so you can tell us a bit about what it is like to go through the bureaucracy anthe retape anwhat you can do to improve the process there, anthen I am sure you have hasome thoughts already about what you will do after confirmation.	N
What coulbe done that woulreally be helpful to a local fire chief, since you hale from those ranks, anthen what seems doable to you in terms of the Washington, DC., situation?	N
Now, as you know there is a lot of discussion in the Congress about hiring a substantial number of new firefighters, a discussion of perhaps 70,000 new firefighters.	N
We woullike to know if you think a program like this is needed, do you have the resources to administer it, anwhat you think of the suggestion that the Department of Labor woulrun it?	N
The only other question I have for you, Mr. Paulison, deals with preparedness coordination.	N
As you know, the General Accounting Office has been making recommendations for several years now to reduce duplication animprove coordination of the assistance programs to the first responders.	N
They cite in their most recent report that there is still some confusion about these various kinds of programs.	N
What in your view coulbe done to responto what the GAO has been talking about with respect to confusion among federal assistance programs?	N
As you can tell, it is particularly hectic right now with so many colleagues being pulleto other meetings.	N
Chairman Hollings is, as well, given the fact that we are already asking you for projects anto do things about standards for firefighter equipment anget into whole areas you never thought you wouleven be askeabout, like Bayh-Dole, Dr. Bement.	N
We have got to get you all credentialeanapproved, anI am confident that the Senate is going to do that.	N
On behalf of the Committee, we are very pleasethat two distinguisheindividuals such as yourselves are interesteanwilling to serve our country right now.	N
They have been very cooperative, starting with Secretary Evans anthe other individuals that you have talkeabout today, anI think that is a very appropriate one to quit on because that is what it is going to take, that kinof bipartisan effort maximize the success of our policies in an area that obviously is in the forefront of the public's attention.	N
We are very prouof what all of those in your profession have done to help our country when very often it is not at all expecteando it extraordinarily well.	N
Senator Hutchison from Texas was going to be here, Captain, to present you, but was unavoidably not able to do it, with the aviation security conference going on, which is why a number of our Members happen to be absent, because we are trying to get that important legislation out before we leave for the recess.	N
This morning we are here to consider the nominee for Maritime Administrator, Captain William Schubert.	N
I appreciate very much that the Administration has nominatean individual who has actual experience in this particular area dealing with the merchant marine.	D
Captain Schubert has previously workeat the Maritime Administration anbrings a great deal of knowledge anexperience in that very important field.	D
You helpefacilitate the sealift operation during the Persian Gulf effort, which was very difficult, indeed.	D
I think it is important that we get you in place as soon as possible anhope we can take this to the floor this week.	N
1969 graduate of King's Point Merchant Marine Academy anwe will not holit against you, but your brother-in-law is one of our former colleagues, Senator Bill Brock.	D
My home state of Louisiana obviously is one that is very concerneabout the merchant marine, the maritime, anwhat we do at the Maritime Administration.	N
We are obviously very heavily dependent on maritime industry anmaritime transportation in general.	N
Louisiana is the bottom of the funnel through which two-thirds of this nation drains all of their waterways anobviously that creates some problems, but it also creates enormous economic benefits for the state analso for the nation.	N
We live near anare on the waterways anthe Gulf of Mexico, so we certainly in our areas understanthe importance of ports, understanthe importance of a strong maritime industry, anknow quite well in my state, anI woulhope the rest of the Congress feels the same, that this is something the government needs to be involvein.	N
We cannot just say to the U.S. maritime industry gooluck, pat you on the back, anhope you are successful, because, in fact, our industry has to compete not just with fellow American companies, but we have to compete throughout the world.	N
Many times we finour industries having to compete, not with other companies alone, but other companies who work with their governments very closely anin many cases are partially owneby their governments.	N
So it is a very unlevel competitive fielthat our industry must face as we ply the oceans of the world.	N
I think that there are many of us that recognize that, while we are free enterprise supporters, that we have to recognize that you have to deal with the hanthat you have been dealt, anuntil all the worloperates as we do that there is a very legitimate role for the U.S. government in helping to guarantee that we remain strong as a maritime nation.	N
The Congress does not have a 100 percent view of the importance of some of the things the Maritime Administration does.	N
In fact, some of the folks in the Administration do not like some of the programs that you administer.	N
Title 11 obviously is one of these, where they recommended, as I remember, zero funding for the Title 11 program, which is a program where we have hathe ability to aiour U.S. industries, not through giving them money or giving them grants or giving them construction subsidies, but rather giving them loan guarantees whereby they can go to the private markets anborrow money to builships in U.S. yards that will have U.S. sailors on board, anthat that loan has to be repaiby the private company anonly if they default woulthe government have to participate in picking up a portion of that loan, anit is only a portion of the loan.	N
We regularly funthe differential or the risk factor in getting a loan that is guaranteeby the government.	N
That is a program that has workevery well anit has workevery well for a very long time.	N
It has particular challenges now because of the economy anparticularly in some of the civilian cruise ships that we are watching very closely.	N
This is going to be on your watch, anit is going to be tough, because you are going to be in the middle.	N
You work for the Administration, but you also have to follow the laws of the Congress, anthe Congress has saivery strongly that the Title 11 program is one that we support, this Committee supports, this Congress supports, anit is the law of the land.	N
You have somebody downtown on Pennsylvania Avenue looking over your shoulder anyou are going to have Congress looking over your shoulder, anyou have to carry forward.	N
You are not going to come up here ansay, I do not know anything about ships, I am not for an American fleet, anI am not for an American flag, I am not for American seamen.	N
But we want to make sure, anI think you are that type of person, that it is more than words.	D
It has got to be a real commitment, that you know this is an opportunity for you, it is an opportunity for this country, because you have a great challenge anevery challenge presents great opportunities if we accept them.	N
Norm Mineta, the Secretary, a goofrienof mine, former colleague of mine, he was happy when I left the House because it movehim up one seat anhe became Chairman of the Public Works anTransportation Committee.	N
He was one of my most enthusiastic backers to run for the Senate, so he coulbecome Chairman of the Public Works Committee in the House, annow he is Secretary of the Department.	D
But he has got a lot of other things on his plate, anthere has got to be a voice that nags at him constantly.	N
You have got to be the nagger for the oceans, the nagger for the maritime industry, anthe nagger for the programs, because nobody else is going to be the advocate over there.	N
The maritime transportation system, the Department of Transportation dia recent report that talkeabout the fantastic growth in the maritime trade worldwide, but at the same time they spoke of the rapidecrease in capacity that we have.	N
So on the one hanthe maritime trade worldwide is really increasing, but the U.S.'s ability to participate in that is decreasing in the sense that we are rapidly running out of ships, they are becoming older, more aged, anbeing retired.	N
Do we just say, all right, we will have all the trade in the world, we will ship everything, but we will just ship it on tankers from ThirWorlcountries under flags of convenience?	N
Suppose the Office of Management anBudget Director Mitch Daniels calls you up ansays: Bill, come down; I want to talk to you about Title 11; I want you to go down to the White House ansit with the President antell him what you think about it; I have recommendethat it be zero-funded.	N
You go in the Oval Office anPresident Bush says: Captain, I am trying to get riof this maritime program calleTitle 11; what shoulI do?	N
That is why I phrasethe question, if the President calls you in ansays, Captain, what do you think about this program.	N
My question to you is if the President says, Captain, what do you think about the Title 11 program, am I right or am I wrong?	N
If he only listens to people that are landlubbers, they are going to say zero it out, it is not needed.	N
If they say eliminate it anthat is my final decision, you have to carry out those recommendations.	N
But in reaching those recommendations andeciding on those positions, if they call you anask you what do you think, I woulhope that the person in charge of the Maritime Administration woulbe in a position to advocate a program that I think Congress has always saiis important anhas been successful.	N
Because let me tell you, if you do not advocate it there ain't going to be nobody else down there.	N
For the maritime, we do not have anybody else that is higher up dealing with ships anthe maritime industry than you are going to be.	N
So we have to depenon you for making arguments as to why we shoulhave programs that help these areas, because if you do not there is not going to be anybody else there that will.	N
I accept that anwant to give you all the help you can angive you all the support you can in making those arguments.	N
But a lot of times you are going to be the only one in the room that is going to have the opportunity to speak aggressively for this industry anwe are counting on you to do that.	N
If you look at the programs that are trust funprograms that we have, we have a trust funfor the highway program.	N
You pay your gas tax, 100 percent of it goes into the trust funanit is usefor things that are important to people who pay the tax.	N
You have got an aviation trust fund, dollar in, dollar out; highway trust fund, dollar in, dollar out.	N
But the maritime industry, according to some of the earlier figures that I have seen, is contributing through taxes about $22 billion annually, $22 billion, anwe are getting back about $5 billion.	N
So if you look at what we are doing with things that fly, things that are on roads, they get back what they put in.	N
But this industry is significantly different in that people who ship things, who pay fees antaxes, fuel taxes antaxes for the intercoastal waterways, inlanwaterways, the customs duties--anwhat else?	N
If you aup all these various taxes that are paifor the maritime industry, we are not getting back anywhere anything that compares with what these other areas are getting.	N
